address,price,squarefootage,numbed,numbath,image-src,city,state,zipcode,population,MedianAge, MedianHouseholdIncome ,UnemploymentRate,PropertyCrimeIndex,PopulationGrowthRate,BachelorDegree,airquality,TotalHousingUnits,OwnerOccupiedHUs,Latitude,Longitude,Type,id
"160 Central Ave,","$180,000 ","1,152",2,2,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/260/genMid.170313260_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.247855,-72.977521,Homes,288
"23 Peppermill Dr,","$449,900 ","2,499",5,3,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/662/genMid.170335662_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.248733,-72.979834,Homes,289
"194 Church St,","$235,500 ","1,332",3,2,https://photos.zillowstatic.com/cc_ft_960/IS768kj9qvlbju0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.268389,-72.955671,Homes,290
"14 Colonial Pl,","$349,900 ","1,568",3,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=14+Colonial+Pl%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=7Zxy3DZIGZXPZ7AgTZ7I8an2ThQ=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.241633,-72.972343,Homes,291
"100 Yates St,","$299,900 ","1,490",5,3,https://photos.zillowstatic.com/cc_ft_960/IS7e6w5c0j6fta1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.297691,-72.97806,Homes,292
"31 Terrace Ave,","$190,000 ","1,002",2,2,https://photos.zillowstatic.com/cc_ft_960/ISz7sqskgixoch1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.287656,-72.959834,Homes,293
"48 Myrtle Ave,","$195,000 ",900,2,1,https://photos.zillowstatic.com/cc_ft_960/ISjbkmhfex7l6t0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.278401,-72.958151,Homes,294
"82 2nd Ave,","$189,000 ","1,234",2,2,https://photos.zillowstatic.com/cc_ft_960/ISznw0wi306opq0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.265869,-72.933251,Homes,295
"54 Orford St,","$257,000 ","1,408",5,3,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/100/genMid.170332100_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.284953,-72.975166,Homes,296
"456 3rd Ave,","$319,999 ","2,026",5,3,https://photos.zillowstatic.com/cc_ft_960/ISvc1y24z5bcy21000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.273608,-72.943434,Homes,297
"748 Savin Ave,","$369,000 ","2,645",4,4,https://photos.zillowstatic.com/cc_ft_960/ISnu5jtv40l2gw0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.27234,-72.953125,Homes,298
"108 Eileen Rd,","$239,900 ",929,3,1,https://photos.zillowstatic.com/cc_ft_960/ISf8fl9170ifpd1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.27412,-72.978091,Homes,299
"59 Coleman St,","$255,000 ","1,800",4,3,https://photos.zillowstatic.com/cc_ft_960/ISvoucbr2wr5821000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.280417,-72.966868,Homes,300
"3 April St,","$599,900 ","3,792",4,3,https://photos.zillowstatic.com/cc_ft_960/ISrpwns7afay250000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.269525,-72.932813,Homes,301
"472 Jones Hill Rd,","$334,900 ","2,184",3,2,https://photos.zillowstatic.com/cc_ft_960/ISb5uje01kbfxn1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.250523,-72.977301,Homes,302
"149 Canton St UNIT 8,","$99,999 ",723,1,1,https://photos.zillowstatic.com/cc_ft_960/ISzjl94pm7pqsq1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.284002,-72.983443,Homes,303
"269 Captain Thomas Blvd UNIT 11,","$159,900 ","1,008",2,2,https://photos.zillowstatic.com/cc_ft_960/IS7avgrkf9hg2z0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.259858,-72.947302,Homes,304
"21 Curtiss Ave,","$179,900 ","1,144",3,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=21+Curtiss+Ave%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=G16_2PBTkvdCkcVZ9mIImlnC1ww=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.270199,-72.939363,Homes,305
"141 Center St,","$259,900 ",2847,--,null,https://maps.googleapis.com/maps/api/streetview?location=141+Center+St%2C+West+Haven%2C+CT+06516&size=960x720&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=mVsnMcnbWIa9gdtcQ_B1IvequDI=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.272452,-72.940335,Homes,306
"15 Atwood Ave,","$320,000 ","2,031",3,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=15+Atwood+Ave%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=FK2MvNuFHjM66FLRAhmeBqiQmgA=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.262835,-72.95212,Homes,307
"127 Spring St,","$239,900 ","1,386",5,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=127+Spring+St%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=i-dSMjRlMWiFRA9cLNctdNetFOE=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.286298,-72.952412,Homes,308
"64 Fairview Ave,","$310,000 ","1,032",3,1,https://photos.zillowstatic.com/cc_ft_960/ISb52i6fsg02060000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.250994,-72.965092,Homes,309
"29 Edward St,","$214,900 ",936,2,1,https://photos.zillowstatic.com/cc_ft_960/IS3fs602q1wi6j0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.271539,-72.967937,Homes,310
"725 Island Ln UNIT 8,","$194,500 ","1,360",2,2,https://photos.zillowstatic.com/cc_ft_960/ISjnx857oihvlk0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.25913,-72.978888,Homes,311
"116 Milton Ave,","$448,000 ","2,408",3,3,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/987/genMid.N10055987_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.244244,-72.974644,Homes,312
"21 Ivy St,","$347,900 ","1,962",3,3,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/259/genMid.170334259_3.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.251687,-72.963636,Homes,313
"377 Platt Ave,","$399,000 ","2,200",3,2,https://photos.zillowstatic.com/cc_ft_960/ISbh3brnqnwao11000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.263968,-72.962727,Homes,314
"40 Atwood Ave,","$249,000 ","1,472",3,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=40+Atwood+Ave%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=tLSrM1qHJnS3-B8p8V-9QKxYNrs=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.263483,-72.953159,Homes,315
"3 Marydale Rd,","$414,000 ","1,962",4,3,https://photos.zillowstatic.com/cc_ft_960/ISb95v5348reik0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.262655,-72.972085,Homes,316
"183 South St,","$239,900 ","1,438",3,2,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/664/genMid.170320664_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.24304,-72.979206,Homes,317
"191 Milton Ave,","$219,900 ","1,325",3,1,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/252/genMid.170334252_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.24755,-72.97364,Homes,318
"271 Benham Hill Rd,","$262,900 ","1,630",3,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=271+Benham+Hill+Rd%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=jxszt02wzk6X2oyYjc93zqUpXRk=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.250205,-72.98362,Homes,319
"130 Hemlock St,","$349,900 ","2,430",6,2,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/366/genMid.170330366_1.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.299328,-72.96289,Homes,320
"450 2nd Ave,","$114,900 ","1,688",3,2,https://photos.zillowstatic.com/cc_ft_960/ISfsy9xtp6001u0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.273464,-72.941839,Homes,321
"78 Tuthill St,","$319,900 ","1,804",4,3,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=78+Tuthill+St%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=q7jIB4cJ6ZoX7TsFj1cGVYCUnPg=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.280607,-72.975155,Homes,322
"440 3rd Ave,","$449,900 ","2,482",6,3,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/581/genMid.170331581_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.273265,-72.943068,Homes,323
"272 Terrace Ave,","$185,000 ",980,3,2,https://photos.zillowstatic.com/cc_ft_960/ISnu14zuynlyzs1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.283733,-72.967028,Homes,324
"40 Boylston St,","$295,000 ",2160,--,null,https://photos.zillowstatic.com/cc_ft_960/IS33v8i72faruy0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.282511,-72.958206,Homes,325
"135 Bluff Ave,","$230,659 ",1448,3,1,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/331/genMid.N316331_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.256399,-72.96301,Homes,326
"134 Jones Hill Rd,","$340,000 ","1,800",5,3,https://photos.zillowstatic.com/cc_ft_960/ISfgxg4v9gwcnd0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.240261,-72.984749,Homes,327
"110 Fenwick St,","$209,900 ","1,088",2,2,https://photos.zillowstatic.com/cc_ft_960/IS3jrwi6k10eom1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.299695,-72.974396,Homes,328
"155 Bull Hill Ln APT 203,","$92,000 ","1,056",2,2,https://photos.zillowstatic.com/cc_ft_960/ISb5ym70su3cis0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.27191,-72.983256,Homes,329
"16 Sorenson Rd,","$299,900 ","1,811",3,2,https://photos.zillowstatic.com/cc_ft_960/ISz7w5z2k9oybd0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.26524,-72.96331,Homes,330
"32 Arlington St,","$279,900 ","1,533",4,2,https://photos.zillowstatic.com/cc_ft_960/IS3333vv7cd4ni0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.248255,-72.965195,Homes,331
"268 1st Ave,","$315,000 ","3,000",8,3,https://photos.zillowstatic.com/cc_ft_960/ISb9parxgxqr2u0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.275117,-72.939076,Homes,332
"10 Hugo St,","$210,579 ",1536,4,2,https://photos.zillowstatic.com/cc_ft_960/IS9hf85yhug7no0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.302075,-72.962642,Homes,333
"700 Washington Ave,","$334,900 ","2,144",6,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=700+Washington+Ave%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=GM6BKaoQmGFBONwtgpPXteglmls=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.277769,-72.951192,Homes,334
"630 Ocean Ave,","$849,999 ","3,202",3,3,https://photos.zillowstatic.com/cc_ft_960/ISv4jisg31nced0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.242411,-72.971072,Homes,335
"84 Honor Rd,","$229,000 ","1,152",3,1,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/908/genMid.170326908_5.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.248113,-72.973266,Homes,336
"26 Savin Park #26,","$185,000 ","1,407",3,2,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=41.2594649%2C-72.952304&channel=mediabrowser-satellite&size=730x440&scale=1&maptype=satellite&format=jpg&zoom=19&client=gme-redfin&signature=F79XUqiuLEAgMDbIgmU_C1H7U6w=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.260216,-72.951613,Homes,337
"62 Morris Ave,","$329,900 ","2,300",3,3,https://photos.zillowstatic.com/cc_ft_960/ISrpcsq50hqe050000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.303914,-72.971515,Homes,338
"9 Bayview Pl,","$1,125,000 ","4,500",6,4,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=9+Bayview+Pl%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=KZBOwwLTSYrjhhIHVaBrL91WTYw=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.275407,-72.93698,Homes,339
"343 Beach St APT 604,","$349,000 ","1,704",2,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=343+Beach+St+%23604%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=1yS7NX6qdYMqoIU9-pk4aMZIDZA=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.259066,-72.941396,Homes,340
"768 Ocean Ave,","$504,804 ",3202,3,3,https://maps.googleapis.com/maps/api/streetview?location=768+Ocean+Ave%2C+West+Haven%2C+CT+06516&size=960x720&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=74j01xh_c0u_37gyM9u4UYxJ6Y4=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.24573,-72.968158,Homes,341
"71 Benham Hill Rd,","$239,900 ","1,684",3,1,https://photos.zillowstatic.com/cc_ft_960/ISzbf3p5iuhdam1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.24413,-72.98709,Homes,342
"119 Campbell Ave,","$439,900 ","4,114",9,4,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/902/genMid.170315902_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.261292,-72.945742,Homes,343
"18 Chin Clift Trl,","$359,900 ","1,900",3,3,https://photos.zillowstatic.com/cc_ft_960/ISrpkqutqecxrj0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.250131,-72.990707,Homes,344
"6 Robart St,","$259,000 ","1,236",4,2,https://photos.zillowstatic.com/cc_ft_960/ISbhb1tof8c8pw0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.297569,-72.971441,Homes,345
"157 Westfield St,","$183,068 ",1260,3,2,https://maps.googleapis.com/maps/api/streetview?location=157+Westfield+St%2C+West+Haven%2C+CT+06516&size=960x720&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=rW1b78WQYtY8pl8QiJ12Hj-AMYA=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.29929,-72.960858,Homes,346
"790 1st Ave APT 13,","$109,900 ",880,2,2,https://photos.zillowstatic.com/cc_ft_960/ISfw52buxbv08i1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.284778,-72.952932,Homes,347
"223 York St,","$289,900 ","2,067",5,2,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/237/genMid.170320237_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.276018,-72.961511,Homes,348
"59 Laurel St,","$239,900 ","1,627",3,2,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/002/genMid.170325002_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.2537,-72.964277,Homes,349
"60 Andrews St,","$169,900 ","1,143",3,1,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/116/genMid.M9105116_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.293293,-72.964903,Homes,350
"368 Jones Hill Rd,","$324,900 ","1,507",3,2,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=368+Jones+Hill+Rd%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=4Uf7i2qS0PA-4bmunI2pEXmPuPQ=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.247179,-72.979572,Homes,351
"202 Main St APT 1H,","$110,305 ",900,2,1,https://maps.googleapis.com/maps/api/streetview?location=202+Main+St%2C+West+Haven%2C+CT+06516&size=960x720&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=hy8oeB27_YJ_TjM_rq8TRERBE0k=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.273428,-72.944013,Homes,352
"36 Forest Rd,","$183,941 ",1356,4,1.5,https://photos.zillowstatic.com/cc_ft_960/ISyz93sf35kwcm1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.296109,-72.959716,Homes,353
"12 Pagano Ct,","$349,900 ","2,332",6,2,https://photos.zillowstatic.com/cc_ft_960/ISfkcvwv7pafza1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.268072,-72.941397,Homes,354
"47 Chestnut St,","$289,000 ","1,689",2,2,https://photos.zillowstatic.com/cc_ft_960/IS3jbco06h3ih50000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.268035,-72.953035,Homes,355
"24 Treadwell St,","$235,000 ","1,867",3,3,https://photos.zillowstatic.com/cc_ft_960/ISvctvbraqzrhc1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.271313,-72.942409,Homes,356
"510 1st Ave UNIT 309,","$155,000 ",830,2,1,https://photos.zillowstatic.com/cc_ft_960/ISforxjs1yborl0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.279897,-72.944877,Homes,357
"3 Hazel St,","$365,000 ","1,454",3,3,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/033/genMid.170325033_0.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.252975,-72.963056,Homes,358
"375 Captain Thomas Blvd UNIT 28,","$210,000 ","1,344",2,2,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/878/genMid.170322878_2.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.257407,-72.953246,Homes,359
"35 Smith St,","$249,900 ","1,588",4,3,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=35+Smith+St%2C+West+Haven%2C+CT+06516&size=665x441&source=outdoor&client=gme-redfin&signature=whZUZaU61A-Kqpl8gSSHHcEXKeY=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.276441,-72.946421,Homes,360
"34 Newbern St,","$179,500 ","1,320",3,2,https://photos.zillowstatic.com/cc_ft_960/ISnisca2pnhuuo0000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.288609,-72.9734,Homes,361
"665 3rd Ave,","$199,900 ","1,700",4,2,https://photos.zillowstatic.com/cc_ft_960/ISf0hlw1r7j33v1000000000.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.27928,-72.946127,Homes,362
"737 W Main St,","$549,000 ","2,500",4,3,https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/990/genMid.170324990_1.jpg,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.266751,-72.965506,Homes,363
"12 Collins Dr,","$204,418 ",1152,3,1.5,https://maps.googleapis.com/maps/api/streetview?location=12+Collins+Dr%2C+West+Haven%2C+CT+06516&size=960x720&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=OEml1kuG01iVtG7lURyQuxRX598=,West Haven,CT,6516,"55,749",39,"$57,150 ",12.80%,91,-0.12%,"5,993",41,"22,801","11,249",41.283271,-72.970775,Homes,364
